!,0.00046024215818168946
/n,0
#,0
"""",0.0268356581462862
%,0
$,0
&,0
),0.028853642993698223
(,0.028924449479572328
+,0
*,0
-,0.12886780429087305
",",0.44990441124406994
/,0.0003894356723075834
.,0.25423068753097783
;,0.043687601784323446
:,0.02754372300502726
=,0
<,0
?,0.0025844367344048714
>,0
@,0
[,0.0038589534801387808
],0.0038589534801387808
\,0
_,0
^,0
`,0
{,0
},0
|,0
~,0
