!,0.033460327977472254
/n,0
#,0
"""",0.191264977085749
%,0
$,0
&,0
),0
(,0
+,0
*,0.00027607531334548067
-,0.1570868532935785
",",0.26133289161283196
/,0
.,0.2910385953288057
;,0.006957097896306112
:,0.023135111258351278
=,0
<,0
?,0.02694495058251891
>,0
@,0
[,0.00011043012533819226
],0.00011043012533819226
\,0
_,0.008282259400364419
^,0
`,0
{,0
},0
|,0
~,0
